Order,Design No,Design,Curve01,Curve02,Curve03,Curve04,Curve05,Curve06,Curve07,Curve08,Curve09,Curve10,File01,File02,File03,File04,File05,File06,File07,File08,File09,File10
1,A0126  ,APPLICATOR                    ,Missing, , , , , , , , , ,Missing, , , , , , , , , ,
152,16481  ,RIGOLETTO                     ,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1, , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , ,
153,7613   ,BUCCANEER                     ,DEC59/3,DEC59/3,DEC59/3,DEC59/3,DEC59/3,DEC59/3,DEC59/3,DEC59/3, , ,Decorflair 59-3.txt,Decorflair 59-3.txt,Decorflair 59-3.txt,Decorflair 59-3.txt,Decorflair 59-3.txt,Decorflair 59-3.txt,Decorflair 59-3.txt,Decorflair 59-3.txt, , ,
154,14830  ,DANCING STRINGS               ,EQ1,EQ1,EQ1,EQ1,EQ1, , , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , , ,
155,13154,PHILOSOPHY,AVA8,AVA8,AVA8,AVA8, , , , , , ,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt, , , , , , ,
156,C7123  ,KURON PLAID                   ,FAS15,FAS15,FAS15,FAS15,FAS15,FAS15,FAS15, , , ,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt, , , ,
157,M71    ,GALLO LITO                    ,Missing, , , , , , , , , ,Missing, , , , , , , , , ,
158,12357,EASTSIDE,AVA8,AVA8,AVA8,AVA8, , , , , , ,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt, , , , , , ,
159,13004  ,OTENITA                       ,AVA8,AVA8,AVA8,AVA8,AVA8,AVA8, , , , ,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt, , , , ,
160,13983,TYBEE UP,AVA8,AVA8,AVA8,AVA8, , , , , , ,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt, , , , , , ,
161,15682,SADDLE CHAIN,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1, , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , ,
162,16495  ,MISSOURI BORDER               ,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1, , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , ,
163,16664  ,DAISY DOUBLE BORDER           ,EQ1,EQ1,EQ1,EQ1,EQ1, , , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , , ,
164,9742   ,TOLL STRIPE                   ,AVA8,AVA8,AVA8,AVA8,AVA8,AVA8,AVA8, , , ,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt, , , ,
165,A2089  ,FULL MOON NEGATIVE            ,NC, , , , , , , , , ,Missing, , , , , , , , , ,
166,15950  ,CORBEL CHARCOAL               ,EQ1,EQ1,EQ1,EQ1, , , , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , , , ,
167,15888  ,ROBBY                         ,EQ1,EQ1,EQ1,EQ1,EQ1, , , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , , ,
168,12482  ,BASQUE                        ,AVA8,AVA8, , , , , , , , ,AVA8.txt,AVA8.txt, , , , , , , , ,
169,15004  ,SUNLIGHT                      ,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1, , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , ,
170,A7210  ,CHAPKO                        ,CSS13,CSS13,TTP, , , , , , , ,CSS13.txt,CSS13.txt,Missing, , , , , , , ,
171,16921  ,QUINTESSENTIAL STRIPE         ,EQ1,EQ1,EQ1,EQ1,EQ1, , , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , , ,
172,8759   ,TAGISH II                     ,DEC59/5,DEC59/5,DEC59/5,DEC59/5,DEC59/5,DEC59/5, , , , ,Decorflair 59-5.txt,Decorflair 59-5.txt,Decorflair 59-5.txt,Decorflair 59-5.txt,Decorflair 59-5.txt,Decorflair 59-5.txt, , , , ,
173,9425   ,QUICHOTTE                     ,CSS13,CSS13,CSS13,CSS13,CSS13,CSS13,CSS13, , , ,CSS13.txt,CSS13.txt,CSS13.txt,CSS13.txt,CSS13.txt,CSS13.txt,CSS13.txt, , , ,
174,16829  ,ELASA                         ,EQ1,EQ1,EQ1,EQ1,EQ1, , , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , , ,
175,16243  ,GIATI                         ,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1, , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , ,
176,C5463  ,SHERWOOD STRIPE               ,FAS15,FAS15,FAS15,FAS15,FAS15,FAS15, , , , ,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt, , , , ,
177,16656  ,CRYPTOGRAM                    ,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1, , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , ,
178,16715  ,INTERFACE                     ,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1, , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , ,
179,16710  ,OVERCAST                      ,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1, , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , ,
180,16716  ,ETHEREAL                      ,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1, , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , ,
181,16674,BD ASCEND,EQ1,EQ1, , , , , , , , ,eQ1.txt,eQ1.txt, , , , , , , , ,
182,16709  ,FIRST SIGHT                   ,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1, , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , ,
183,16658  ,ECHOPLEX                      ,EQ1,EQ1,EQ1, , , , , , , ,eQ1.txt,eQ1.txt,eQ1.txt, , , , , , , ,
184,16649  ,SPECTROSCOPE                  ,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1, , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , ,
185,16650  ,TELLUS                        ,EQ1,EQ1,EQ1,EQ1,EQ1, , , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , , ,
186,16652  ,RIVER WORLD                   ,EQ1,EQ1,EQ1,EQ1,EQ1, , , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , , ,
187,16734  ,VS CLASSIC ICONIC STRIPE      ,EQ1,EQ1, , , , , , , , ,eQ1.txt,eQ1.txt, , , , , , , , ,
188,C7057  ,HANS HOU                      ,FAS15,FAS15,FAS15,FAS15,FAS15,FAS15, , , , ,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt, , , , ,
189,M68    ,GRASSFIELDS                   ,Missing, , , , , , , , , ,Missing, , , , , , , , , ,
190,X9474  ,NEW OMBIA                     ,CSS13,CSS13,CSS13,CSS13,CSS13,CSS13, , , , ,CSS13.txt,CSS13.txt,CSS13.txt,CSS13.txt,CSS13.txt,CSS13.txt, , , , ,
191,16472  ,APRIL FANCY DOUBLE BORDER III ,EQ1,EQ1,EQ1,EQ1,EQ1, , , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , , ,
192,16778  ,GARDENVILLE                   ,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1, , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , ,
193,C5194  ,FLAX II                       ,NC, , , , , , , , , ,Missing, , , , , , , , , ,
194,A2682  ,ALLURE                        ,Missing, , , , , , , , , ,Missing, , , , , , , , , ,
195,16223,DREAM ROSE,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1, , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , ,
196,16472,APRIL FANCY DOUBLE BORDER III,EQ1,EQ1,EQ1,EQ1,EQ1, , , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , , ,
197,15705  ,JACINDA DOUBLE BORDER II      ,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1, , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , ,
198,14114  ,SCALLOP SHELLS                ,AVA8,AVA8, , , , , , , , ,AVA8.txt,AVA8.txt, , , , , , , , ,
199,14315  ,GARATH                        ,AVA8,AVA8,AVA8,AVA8,AVA8,AVA8,AVA8, , , ,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt, , , ,
200,12757,PANGARA,CSS13,CSS13,CSS13, , , , , , , ,CSS13.txt,CSS13.txt,CSS13.txt, , , , , , , ,
201,16654  ,EARLY BIRD                    ,EQ1,EQ1, , , , , , , , ,eQ1.txt,eQ1.txt, , , , , , , , ,
202,10896  ,EMPO FANS                     ,AVA8,AVA8,AVA8,AVA8,AVA8,AVA8,AVA8, , , ,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt, , , ,
203,11620  ,PADDINGTON                    ,AVA8,AVA8,AVA8,AVA8,AVA8,AVA8, , , , ,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt, , , , ,
204,10279  ,PINEDALE                      ,CSS13,CSS13,CSS13,CSS13,CSS13,CSS13,CSS13, , , ,CSS13.txt,CSS13.txt,CSS13.txt,CSS13.txt,CSS13.txt,CSS13.txt,CSS13.txt, , , ,
205,9413   ,CHRISTIAN STRIPE              ,FAS15,FAS15,FAS15,FAS15,FAS15,FAS15,FAS15, , , ,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt, , , ,
206,15822  ,SATORI                        ,EQ1,EQ1, , , , , , , , ,eQ1.txt,eQ1.txt, , , , , , , , ,
207,14740,WHIRLS,EQ1,EQ1,EQ1,EQ1,EQ1, , , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , , ,
208,9482   ,LATOUCHE                      ,FAS15,FAS15,FAS15,FAS15,FAS15,FAS15,FAS15, , , ,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt, , , ,
209,9482,LATOUCHE,FAS15,FAS15,FAS15,FAS15,FAS15,FAS15,FAS15, , , ,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt, , , ,
210,14027  ,GRASS WEAVE                   ,CSS13,CSS13, , , , , , , , ,CSS13.txt,CSS13.txt, , , , , , , , ,
211,14171,PERFECT DREAM,AVA11,AVA11,AVA11,AVA11,AVA11, , , , , ,Missing,Missing,Missing,Missing,Missing, , , , , ,
212,12379  ,WHEEL                         ,AVA8,AVA8,AVA8,AVA8,AVA8, , , , , ,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt, , , , , ,
213,A6111,PHOENIX III,TTP, , , , , , , , , ,Missing, , , , , , , , , ,
214,X8981  ,ALPINE FROST                  ,CSS13,CSS13, , , , , , , , ,CSS13.txt,CSS13.txt, , , , , , , , ,
215,16685  ,GABRIAL OMBRE                 ,EQ1,EQ1,EQ1, , , , , , , ,eQ1.txt,eQ1.txt,eQ1.txt, , , , , , , ,
216,15972,SEABED,EQ1,EQ1,EQ1,EQ1,EQ1, , , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , , ,
217,12704  ,BOUQUET BORDER                ,CSS13,CSS13,CSS13,CSS13,CSS13,CSS13, , , , ,CSS13.txt,CSS13.txt,CSS13.txt,CSS13.txt,CSS13.txt,CSS13.txt, , , , ,
218,14532  ,ORGANIC STRIPE                ,AVA8,AVA8,AVA8,AVA8, , , , , , ,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt, , , , , , ,
219,X9807  ,ELZEL                         ,Missing, , , , , , , , , ,Missing, , , , , , , , , ,
220,16768  ,CALYPSO AFTER THE RAIN        ,EQ1,EQ1,EQ1,EQ1, , , , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , , , ,
221,14015  ,REVATI                        ,AVA12,AVA12,AVA12,AVA12,AVA12,AVA12,AVA12,AVA12, , ,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing, , ,
222,11485  ,SEQUINED FLOWERS              ,AVA8,AVA8,AVA8,AVA8,AVA8,AVA8,AVA8, , , ,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt, , , ,
223,M56    ,HONINGS                       ,Missing, , , , , , , , , ,Missing, , , , , , , , , ,
224,C4545  ,RIBBY STRIPE                  ,EQ1, , , , , , , , , ,eQ1.txt, , , , , , , , , ,
225,14057  ,NORWICH                       ,AVA8,AVA8, , , , , , , , ,AVA8.txt,AVA8.txt, , , , , , , , ,
226,7983   ,ACKLEY STRIPE                 ,DEC59/3,DEC59/3,DEC59/3,DEC59/3,DEC59/3,DEC59/3, , , , ,Decorflair 59-3.txt,Decorflair 59-3.txt,Decorflair 59-3.txt,Decorflair 59-3.txt,Decorflair 59-3.txt,Decorflair 59-3.txt, , , , ,
227,9008   ,WAVES II                      ,DEC59/5,DEC59/5,DEC59/5,DEC59/5,DEC59/5,DEC59/5,DEC59/5, , , ,Decorflair 59-5.txt,Decorflair 59-5.txt,Decorflair 59-5.txt,Decorflair 59-5.txt,Decorflair 59-5.txt,Decorflair 59-5.txt,Decorflair 59-5.txt, , , ,
228,8211   ,GUNTHER                       ,FAS15,FAS15, , , , , , , , ,Fashion15.txt,Fashion15.txt, , , , , , , , ,
229,16917  ,RL PETITE ROSES               ,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,
230,14107  ,SNAP TEXTURE                  ,AVA10,AVA10,AVA10,AVA10,AVA10,AVA10, , , , ,AVA10.txt,AVA10.txt,AVA10.txt,AVA10.txt,AVA10.txt,AVA10.txt, , , , ,
231,C6481,CONGO,DEC59,DEC59,DEC59, , , , , , , ,Missing,Missing,Missing, , , , , , , ,
232,9193,ALVARO,FAS15,FAS15,FAS15,FAS15,FAS15,FAS15,FAS15,FAS15, , ,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt, , ,
233,X9933  ,MOSSJLA                       ,K2, , , , , , , , , ,K2B.txt, , , , , , , , , ,
234,C6296  ,CHEETAH                       ,DEC59,DEC59,DEC59, , , , , , , ,Missing,Missing,Missing, , , , , , , ,
235,16191,ESSIE,EQ1,EQ1,EQ1,EQ1,EQ1, , , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , , ,
236,14874  ,BOBKO PEACOCK                 ,EQ1,EQ1,EQ1,EQ1,EQ1, , , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , , ,
237,16660  ,PERTHSHIRE BORDER             ,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1, , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , ,
238,16661  ,JABLONEX                      ,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1, , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , ,
239,16830  ,PAROS                         ,EQ1,EQ1,EQ1,EQ1,EQ1, , , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , , ,
240,16828  ,KEFALI                        ,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1, , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , ,
241,16321  ,HEXAGON                       ,EQ1,EQ1, , , , , , , , ,eQ1.txt,eQ1.txt, , , , , , , , ,
242,C5585  ,ERIC STRIPE                   ,FAS15,FAS15, , , , , , , , ,Fashion15.txt,Fashion15.txt, , , , , , , , ,
243,C4497  ,WILD FLOWER BOUQUET II        ,Fashion,Fashion,Fashion,Fashion,Fashion,Fashion,Fashion,Fashion, , ,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing, , ,
244,9890   ,RONALD                        ,FAS15,FAS15,FAS15,FAS15,FAS15,FAS15,FAS15, , , ,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt, , , ,
245,A6645  ,YOKO FLORAL                   ,FAS15,FAS15,FAS15, , , , , , , ,Fashion15.txt,Fashion15.txt,Fashion15.txt, , , , , , , ,
246,92262  ,DOVER DOT NEGATIVE            ,EQ1, , , , , , , , , ,eQ1.txt, , , , , , , , , ,
247,C2854  ,BOUGAINVILLAEA BORDER II      ,AVA8,AVA8,AVA8,AVA8,AVA8,AVA8, , , , ,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt, , , , ,
248,15501,PERFECTION BORDER,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1, , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , ,
249,11220  ,AGGY                          ,K2,K2,K2,K2,K2,K2, , , , ,K2B.txt,K2B.txt,K2B.txt,K2B.txt,K2B.txt,K2B.txt, , , , ,
250,10322  ,LAUGH DOT II                  ,CSS13,CSS13,CSS13,CSS13,CSS13,CSS13,CSS13, , , ,CSS13.txt,CSS13.txt,CSS13.txt,CSS13.txt,CSS13.txt,CSS13.txt,CSS13.txt, , , ,
251,12968,CAPRICORN,AVA8,AVA8,AVA8,AVA8,AVA8,AVA8,AVA8, , , ,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt, , , ,
252,13278  ,PAWLEYS                       ,AVA8,AVA8,AVA8,AVA8,AVA8,AVA8,AVA8, , , ,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt, , , ,
253,C4769  ,LUTECE                        ,Missing, , , , , , , , , ,Missing, , , , , , , , , ,
254,7984   ,DERRY                         ,DEC59/3,DEC59/3,DEC59/3,DEC59/3,DEC59/3,DEC59/3,DEC59/3, , , ,Decorflair 59-3.txt,Decorflair 59-3.txt,Decorflair 59-3.txt,Decorflair 59-3.txt,Decorflair 59-3.txt,Decorflair 59-3.txt,Decorflair 59-3.txt, , , ,
255,12497,SUMMERFIELD STRIPE,AVA8,AVA8,AVA8,AVA8,AVA8,AVA8,AVA8,AVA8, , ,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt, , ,
256,11281,HOBO,AVA8,AVA8,AVA8,AVA8, , , , , , ,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt, , , , , , ,
257,C6076  ,NOBU II                       ,FAS15,FAS15,FAS15,FAS15, , , , , , ,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt, , , , , , ,
258,7911   ,RASTINI                       ,DEC59/3,DEC59/3,DEC59/3, , , , , , , ,Decorflair 59-3.txt,Decorflair 59-3.txt,Decorflair 59-3.txt, , , , , , , ,
259,15889  ,LAUGHLIN                      ,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1, , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , ,
260,16651  ,WATERLOO                      ,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1, , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , ,
261,16513  ,DOKI OVER                     ,C,M,Y,K,EQ1, , , , , ,Missing,Missing,Missing,Missing,eQ1.txt, , , , , ,
262,16662  ,MILLEFIORI                    ,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1, , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , ,
263,16657  ,CANDELLA                      ,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1, , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , ,
264,16474,HIGH FIVE STRIPE,EQ1, , , , , , , , , ,eQ1.txt, , , , , , , , , ,
265,16831  ,ASKANIA                       ,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1, , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , ,
266,16832  ,MEGALO                        ,EQ1,EQ1,EQ1,EQ1,EQ1, , , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , , ,
267,16824  ,CYCLADES                      ,EQ1,EQ1,EQ1,EQ1,EQ1, , , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , , ,
268,12592  ,UP IN FLAMES                  ,FAS15,FAS15,FAS15, , , , , , , ,Fashion15.txt,Fashion15.txt,Fashion15.txt, , , , , , , ,
269,C7434  ,HOCKNEY                       ,FAS15,FAS15,FAS15,FAS15,FAS15,FAS15,FAS15,FAS15, , ,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt, , ,
270,11577  ,BORLAND TEXTURE               ,FAS15, , , , , , , , , ,Fashion15.txt, , , , , , , , , ,
271,C6631  ,NICK'S CHECK                  ,DEC69, , , , , , , , , ,Decorflair 69.txt, , , , , , , , , ,
272,A4366,ZACH STRIPE,FAS15, , , , , , , , , ,Fashion15.txt, , , , , , , , , ,
273,9553,PELLE,AVA8,AVA8,AVA8,AVA8,AVA8, , , , , ,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt, , , , , ,
274,13737,MCLOVIN,DEC59/5,DEC59/5,DEC59/5,DEC59/5,DEC59/5,DEC59/5, , , , ,Decorflair 59-5.txt,Decorflair 59-5.txt,Decorflair 59-5.txt,Decorflair 59-5.txt,Decorflair 59-5.txt,Decorflair 59-5.txt, , , , ,
275,15631  ,ASCENSION                     ,EQ1,EQ1,EQ1, , , , , , , ,eQ1.txt,eQ1.txt,eQ1.txt, , , , , , , ,
276,14873  ,LACHLAN                       ,EQ1,EQ1,EQ1,EQ1, , , , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , , , ,
277,15028  ,PALATIAL                      ,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1, , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , ,
278,16334,ROCK CITY,EQ1, , , , , , , , , ,eQ1.txt, , , , , , , , , ,
279,16683  ,RISHTA DOUBLE BDR.            ,EQ1,EQ1,EQ1,EQ1,EQ1,EQ1, , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , ,
280,8794   ,ELIAS                         ,CSS13,CSS13,CSS13,CSS13,CSS13,CSS13,CSS13, , , ,CSS13.txt,CSS13.txt,CSS13.txt,CSS13.txt,CSS13.txt,CSS13.txt,CSS13.txt, , , ,
281,8233,BRUNO,FAS15,FAS15,FAS15, , , , , , , ,Fashion15.txt,Fashion15.txt,Fashion15.txt, , , , , , , ,
282,16015  ,APRIL MORNING BORDER          ,EQ1,EQ1,EQ1,EQ1, , , , , , ,eQ1.txt,eQ1.txt,eQ1.txt,eQ1.txt, , , , , , ,
283,C2900  ,DICKENS                       ,FAS15,FAS15,FAS15,FAS15,FAS15,FAS15, , , , ,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt, , , , ,
284,11885  ,MANDEVILLE II                 ,AVA8,AVA8,AVA8,AVA8,AVA8,AVA8, , , , ,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt, , , , ,
285,C6076,NOBU II,FAS15,FAS15,FAS15,FAS15, , , , , , ,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt, , , , , , ,
286,12258  ,VIZE                          ,FAS15, , , , , , , , , ,Fashion15.txt, , , , , , , , , ,
287,13266  ,HALL OF FAME                  ,AVA11,AVA11,AVA11,AVA11,AVA11,AVA11,AVA11, , , ,Missing,Missing,Missing,Missing,Missing,Missing,Missing, , , ,
288,14785,ATZI,AVA12,AVA12,EQ1,AVA12,AVA12,AVA12, , , , ,Missing,Missing,eQ1.txt,Missing,Missing,Missing, , , , ,
289,14283  ,RIBBON SWIRL                  ,AVA8,AVA8, , , , , , , , ,AVA8.txt,AVA8.txt, , , , , , , , ,
290,14300,BLOOM,AVA8,AVA8,AVA8, , , , , , , ,AVA8.txt,AVA8.txt,AVA8.txt, , , , , , , ,
291,16826  ,SARONIC                       ,EQ1,EQ1, , , , , , , , ,eQ1.txt,eQ1.txt, , , , , , , , ,
292,14032  ,BACKLOT CIRCLES               ,AVA8,AVA8,AVA8,AVA8,AVA8,AVA8, , , , ,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt,AVA8.txt, , , , ,
293,9316   ,VISAYAS                       ,FAS15,FAS15,FAS15,FAS15,FAS15,FAS15,FAS15,FAS15, , ,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt,Fashion15.txt, , ,
294,X9202  ,CARGO LINEN                   ,DEC59/5,DEC59/5,DEC59/5,DEC59/5,DEC59/5,DEC59/5,DEC59/5,DEC59/5, , ,Decorflair 59-5.txt,Decorflair 59-5.txt,Decorflair 59-5.txt,Decorflair 59-5.txt,Decorflair 59-5.txt,Decorflair 59-5.txt,Decorflair 59-5.txt,Decorflair 59-5.txt, , ,
295,16703  ,PANE WINDOW                   ,EQ1,EQ1, , , , , , , , ,eQ1.txt,eQ1.txt, , , , , , , , ,
296,12739,LATITUDE,AVA8,AVA8, , , , , , , , ,AVA8.txt,AVA8.txt, , , , , , , , ,
297,A5990,SLIM JEANS,FAS15, , , , , , , , , ,Fashion15.txt, , , , , , , , , ,
298,9618   ,CORO VERSA                    ,CSS13,CSS13,CSS13,CSS13,CSS13,CSS13,CSS13,CSS13, , ,CSS13.txt,CSS13.txt,CSS13.txt,CSS13.txt,CSS13.txt,CSS13.txt,CSS13.txt,CSS13.txt, , ,
